GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS1101399524	2021-03-24 16:49:30.36175	2339	species	Mourning Dove	Zenaida macroura			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-23	08:06:00	obsr665305	S83938273	Stationary	P21	EBIRD	14			1	1		0	1	0		Sun porch. 62 degrees overcast.	
URN:CornellLabOfOrnithology:EBIRD:OBS1096170778	2021-03-20 21:48:09.640947	31733	species	Chipping Sparrow	Spizella passerina			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Oak Park	L2612975	H	32.3692002	-86.2869912	2021-03-16	09:56:00	obsr1051804	S83508237	Traveling	P22	EBIRD	63	1.754		3	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1090617148	2021-03-22 01:11:30.254707	27031	species	Eastern Bluebird	Sialia sialis			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1965 Hyundai Boulevard, Montgomery, Alabama, US (32.279, -86.342)	L6656455	P	32.2785202	-86.3420950	2021-03-08	15:04:00	obsr665305	S83034686	Traveling	P22	EBIRD	14	0.271		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1090001343	2021-03-08 13:18:11.744931	27022	species	Northern Mockingbird	Mimus polyglottos			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			East McLean Rd., Hope Hull	L1070027	H	32.2373067	-86.3624096	2021-03-07	08:49:00	obsr183378	S82982417	Traveling	P22	EBIRD	57	2.527		2	1	G6381639	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1104023569	2021-03-26 18:08:48.217202	7092	species	Great Blue Heron	Ardea herodias			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Montgomery Riverfront Park	L2482913	H	32.3827848	-86.3129470	2021-03-26	17:05:00	obsr1773677	S84148265	Traveling	P22	EBIRD	3	0.169		6	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1095057488	2021-03-14 18:15:28.113447	27022	species	Northern Mockingbird	Mimus polyglottos			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			146 Forest Glen Dr, Pike Road US-AL 32.34717, -86.02060	L13681527	P	32.3471710	-86.0206040	2021-03-14	16:54:00	obsr790796	S83417818	Stationary	P21	EBIRD	20			1	1		0	1	0			Jealousy guarding the feeders
URN:CornellLabOfOrnithology:EBIRD:OBS1088679064	2021-03-06 11:18:31.431065	7338	species	Turkey Vulture	Cathartes aura			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			I-65 N, Hope Hull US-AL 32.22305, -86.39327	L13934194	P	32.2230530	-86.3932730	2021-03-06	10:05:00	obsr513580	S82861244	Traveling	P22	EBIRD	12	26.811		2	0	G6373349	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1087158469	2021-03-04 08:53:16.983698	7338	species	Turkey Vulture	Cathartes aura			5					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			167–223 Tanglewood Trail, Montgomery US-AL 32.17434, -86.31623	L13910990	P	32.1743390	-86.3162290	2021-03-03	09:53:00	obsr743214	S82728269	Traveling	P22	EBIRD	120	0.805		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1100198953	2021-03-21 18:03:12.846959	32501	species	Red-winged Blackbird	Agelaius phoeniceus			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			8625 Wynford Pl, Montgomery US-AL 32.35286, -86.15418	L14114429	P	32.3528600	-86.1541800	2021-03-21	16:50:00	obsr2224711	S83844310	Stationary	P21	EBIRD	11			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1086546480	2021-03-09 14:44:01.420369	10620	species	Red-bellied Woodpecker	Melanerpes carolinus			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-03	09:00:00	obsr940190	S82677581	Stationary	P21	EBIRD	25			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1096828692	2021-03-17 12:00:20.399851	31733	species	Chipping Sparrow	Spizella passerina			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-17	10:42:00	obsr665305	S83561692	Stationary	P21	EBIRD	11			2	1		0	1	0		Sun porch. With Julie.	
URN:CornellLabOfOrnithology:EBIRD:OBS1088879435	2021-04-02 14:48:01.790618	20653	species	Fish Crow	Corvus ossifragus			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The National Memorial For Peace And Justice	L13946863	H	32.3718558	-86.3137808	2021-03-06	12:16:00	obsr183378	S82881817	Traveling	P22	EBIRD	32	0.720		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1094890454	2021-03-16 12:38:52.282067	297	species	Canada Goose	Branta canadensis			4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2021-03-14	13:20:00	obsr2311869	S83401419	Traveling	P22	EBIRD	14	0.756		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1097962266	2021-03-19 06:15:13.912755	20373	species	Blue Jay	Cyanocitta cristata			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			922 Felder Ave, Montgomery US-AL 32.35807, -86.29222	L14072939	P	32.3580680	-86.2922200	2021-03-18	14:28:00	obsr534493	S83627987	Stationary	P21	EBIRD	15			1	1		0	1	0		At the Scott & Zelda Fitzgerald Museum/ home.	
URN:CornellLabOfOrnithology:EBIRD:OBS1085963006	2021-03-09 14:44:01.420369	2316	species	White-winged Dove	Zenaida asiatica			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-02	10:44:00	obsr665305	S82628520	Stationary	P21	EBIRD	12			1	1		0	1	1		Sun porch. Light rain. Feeders are particularly active this morning.	Continuing in neighborhood.  First sighting of WWDO in yard on 3-3-18. Obvious white on bottom edge of folded wings; red-orange eyes. Many sightings in and from yard in 2019-20. Can be seen in larger numbers in area with more trees about quarter of a mile away. Photos posted several times before.
URN:CornellLabOfOrnithology:EBIRD:OBS1089463313	2021-03-07 19:11:56.537335	32018	species	Song Sparrow	Melospiza melodia			4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Rudder Rd., Hope Hull	L982093	H	32.2531502	-86.3512194	2021-03-07	07:52:00	obsr374184	S82930871	Traveling	P22	EBIRD	51	1.127		2	1	G6381640	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1096170790	2021-03-20 21:48:09.640947	27022	species	Northern Mockingbird	Mimus polyglottos			8					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Oak Park	L2612975	H	32.3692002	-86.2869912	2021-03-16	09:56:00	obsr1051804	S83508237	Traveling	P22	EBIRD	63	1.754		3	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1097026249	2021-03-17 16:33:05.814477	31733	species	Chipping Sparrow	Spizella passerina			11					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Oak Park	L2612975	H	32.3692002	-86.2869912	2021-03-17	11:04:00	obsr2106491	S83578154	Traveling	P22	EBIRD	47	1.093		2	1	G6421165	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1086789017	2021-03-03 16:54:23.886869	7124	species	Great Egret	Ardea alba			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Rudder Rd., Hope Hull	L982093	H	32.2531502	-86.3512194	2021-03-03	15:25:00	obsr665305	S82700463	Traveling	P22	EBIRD	28	0.628		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1096880138	2021-03-17 16:33:05.814477	26739	species	European Starling	Sturnus vulgaris			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Oak Park	L2612975	H	32.3692002	-86.2869912	2021-03-17	11:04:00	obsr221235	S83565217	Traveling	P22	EBIRD	47	1.093		2	1	G6421165	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1098157032	2021-03-19 13:16:46.878375	33194	species	Northern Cardinal	Cardinalis cardinalis			4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-19	11:18:00	obsr665305	S83671835	Stationary	P21	EBIRD	9			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1102148219	2021-03-24 16:49:30.36175	33194	species	Northern Cardinal	Cardinalis cardinalis			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-24	08:00:00	obsr665305	S83998431	Stationary	P21	EBIRD	11			1	1		0	1	0		Sun porch.	
URN:CornellLabOfOrnithology:EBIRD:OBS1104863496	2021-03-27 16:24:35.359284	20688	spuh	crow sp.	Corvus sp. (crow sp.)			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2021-03-27	13:07:00	obsr186678	S84214754	Traveling	P22	EBIRD	134	4.000		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1096795615	2021-03-17 11:11:00.802252	31733	species	Chipping Sparrow	Spizella passerina			6					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			238 Mason Mill Rd, Pike Road US-AL (32.3353,-86.0396)	L6521138	P	32.3352620	-86.0396200	2021-03-15	15:37:00	obsr665305	S83558946	Traveling	P22	EBIRD	8	0.446		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1098799589	2021-03-24 17:10:54.721836	33194	species	Northern Cardinal	Cardinalis cardinalis			4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-20	09:10:00	obsr665305	S83722357	Stationary	P21	EBIRD	11			1	1		0	1	0		Sun porch. 54 degrees mostly sunny.	
URN:CornellLabOfOrnithology:EBIRD:OBS1102926714	2021-04-02 13:26:40.311334	27462	species	American Robin	Turdus migratorius			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-25	09:16:00	obsr665305	S84060076	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch. 68 degrees mostly cloudy.	
URN:CornellLabOfOrnithology:EBIRD:OBS1087879807	2021-03-05 10:03:34.680093	2339	species	Mourning Dove	Zenaida macroura			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L12597551	P	32.3251920	-86.1527620	2021-03-05	08:56:00	obsr851458	S82794651	Stationary	P21	EBIRD	7			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1087380847	2021-03-04 14:36:04.555969	32853	species	Pine Warbler	Setophaga pinus			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			3937 Dalraida Pl, Montgomery US-AL 32.39504, -86.24056	L13914947	P	32.3950350	-86.2405630	2021-03-04	13:13:00	obsr2136343	S82748387	Stationary	P21	EBIRD	22			1	1		0	1	0			See in a bunch of pine trees
URN:CornellLabOfOrnithology:EBIRD:OBS1096800851	2021-03-17 11:09:57.845549	33194	species	Northern Cardinal	Cardinalis cardinalis			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-17	09:58:00	obsr665305	S83558891	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch. 71 degrees overcast.	
URN:CornellLabOfOrnithology:EBIRD:OBS1093817044	2021-03-16 12:26:19.748248	33194	species	Northern Cardinal	Cardinalis cardinalis			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-13	09:34:00	obsr665305	S83306600	Stationary	P21	EBIRD	11			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1097731321	2021-03-18 18:40:07.916798	32859	issf	Yellow-rumped Warbler	Setophaga coronata	Yellow-rumped Warbler (Myrtle)	Setophaga coronata coronata	3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L12597551	P	32.3251920	-86.1527620	2021-03-18	17:26:00	obsr851458	S83637436	Stationary	P21	EBIRD	13			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1107913557	2021-04-02 13:20:05.630947	31382	species	American Goldfinch	Spinus tristis			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-31	09:30:00	obsr665305	S84454942	Stationary	P21	EBIRD	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1086492057	2021-03-03 09:04:27.819733	31084	species	House Finch	Haemorhous mexicanus			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34043, -86.18342	L13695671	P	32.3404270	-86.1834200	2021-03-03	08:02:00	obsr698531	S82672727	Incidental	P20	EBIRD				1	0		0	1	0			Female
URN:CornellLabOfOrnithology:EBIRD:OBS1097855582	2021-03-19 21:23:57.949354	7338	species	Turkey Vulture	Cathartes aura			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2021-03-18	13:45:00	obsr658500	S83648464	Traveling	P22	EBIRD	30	0.805		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1086029478	2021-03-07 07:21:04.689124	2339	species	Mourning Dove	Zenaida macroura			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			2140 Halcyon Downs Loop, Montgomery US-AL (32.3458,-86.1725)	L10381474	P	32.3458220	-86.1724960	2021-03-02	09:05:00	obsr325012	S82634137	Traveling	P22	EBIRD	101	4.828		1	1		0	1	0		Rain breeze 47	
URN:CornellLabOfOrnithology:EBIRD:OBS1095383395	2021-03-15 08:18:41.719494	31361	species	Pine Siskin	Spinus pinus			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-15	07:00:00	obsr665305	S83441142	Stationary	P21	EBIRD	12			1	1		0	1	0		Sun porch. 61 degrees mostly cloudy.	
URN:CornellLabOfOrnithology:EBIRD:OBS1095147908	2021-03-16 12:24:50.470152	20373	species	Blue Jay	Cyanocitta cristata			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-14	16:00:00	obsr940190	S83426507	Stationary	P21	EBIRD	40			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1088075825	2021-03-09 14:41:35.844978	26287	species	Carolina Wren	Thryothorus ludovicianus			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-05	09:45:00	obsr940190	S82812023	Stationary	P21	EBIRD	15			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1092689593	2021-03-11 17:57:46.598494	8011	species	Red-tailed Hawk	Buteo jamaicensis			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2021-03-11	12:00:00	obsr1230280	S83213008	Stationary	P21	EBIRD	120			2	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1087862869	2021-03-05 09:25:49.413655	23051	species	Purple Martin	Progne subis			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			167–223 Tanglewood Trail, Montgomery US-AL 32.17434, -86.31623	L13910990	P	32.1743390	-86.3162290	2021-03-04	07:55:00	obsr743214	S82792578	Stationary	P21	EBIRD	90			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1090001338	2021-03-08 12:45:11.360109	5942	species	Wilson's Snipe	Gallinago delicata			38					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Hyundai	L13950137	P	32.2797222	-86.3424903	2021-03-07	10:02:00	obsr183378	S82982416	Traveling	P22	EBIRD	42	0.338		2	1	G6381638	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1102926711	2021-04-02 13:26:40.311334	1968	species	Eurasian Collared-Dove	Streptopelia decaocto			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-25	09:16:00	obsr665305	S84060076	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch. 68 degrees mostly cloudy.	
URN:CornellLabOfOrnithology:EBIRD:OBS1096086684	2021-03-16 10:00:52.512178	20373	species	Blue Jay	Cyanocitta cristata			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-15	10:56:00	obsr665305	S83501283	Stationary	P21	EBIRD	9			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1096082118	2021-03-16 12:24:50.470152	31733	species	Chipping Sparrow	Spizella passerina			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-16	08:26:00	obsr665305	S83500093	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch. 69 degrees steady light rain.	
URN:CornellLabOfOrnithology:EBIRD:OBS1085211766	2021-03-01 09:28:20.926702	20373	species	Blue Jay	Cyanocitta cristata			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-01	08:18:00	obsr665305	S82565479	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch. 74 degrees overcast.	
URN:CornellLabOfOrnithology:EBIRD:OBS1089588690	2021-03-08 12:45:11.360109	5742	species	Killdeer	Charadrius vociferus			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Hyundai	L13950137	P	32.2797222	-86.3424903	2021-03-07	10:02:00	obsr374184	S82942942	Traveling	P22	EBIRD	42	0.338		2	1	G6381638	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1104863523	2021-03-27 16:24:35.553815	31986	species	Savannah Sparrow	Passerculus sandwichensis			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2021-03-27	13:07:00	obsr186678	S84214754	Traveling	P22	EBIRD	134	4.000		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1085963003	2021-03-09 14:44:01.420369	31361	species	Pine Siskin	Spinus pinus			5					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-02	10:44:00	obsr665305	S82628520	Stationary	P21	EBIRD	12			1	1		0	1	0		Sun porch. Light rain. Feeders are particularly active this morning.	Continuing at feeders.
URN:CornellLabOfOrnithology:EBIRD:OBS1104517764	2021-04-02 13:29:33.334928	7092	species	Great Blue Heron	Ardea herodias			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2021-03-27	09:43:00	obsr790796	S84185003	Traveling	P22	EBIRD	17	2.846		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1088876368	2021-03-06 15:06:29.628067	7092	species	Great Blue Heron	Ardea herodias			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2021-03-06	10:05:00	obsr790796	S82883119	Stationary	P21	EBIRD	45			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1100295669	2021-03-24 17:08:49.077559	2339	species	Mourning Dove	Zenaida macroura			4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			3221 Warrenton Road, Montgomery, Alabama, US (32.347, -86.267)	L13811399	P	32.3466126	-86.2672110	2021-03-21	07:18:00	obsr714567	S83852792	Incidental	P20	EBIRD				1	0		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1099332418	2021-03-24 17:12:33.023378	32858	species	Yellow-rumped Warbler	Setophaga coronata			6					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			3221 Warrenton Road, Montgomery, Alabama, US (32.347, -86.267)	L13811399	P	32.3466126	-86.2672110	2021-03-20	08:13:00	obsr714567	S83769776	Stationary	P21	EBIRD	631			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1100295664	2021-03-24 17:08:49.077559	27462	species	American Robin	Turdus migratorius			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			3221 Warrenton Road, Montgomery, Alabama, US (32.347, -86.267)	L13811399	P	32.3466126	-86.2672110	2021-03-21	07:18:00	obsr714567	S83852792	Incidental	P20	EBIRD				1	0		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1105149607	2021-03-27 22:14:22.467052	16233	species	Eastern Phoebe	Sayornis phoebe			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Mason mill	L13800298	P	32.3351544	-86.0373657	2021-03-27	15:00:00	obsr658500	S84239293	Traveling	P22	EBIRD	45	0.483		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1087463662	2021-03-09 14:41:35.844978	2339	species	Mourning Dove	Zenaida macroura			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-04	14:30:00	obsr940190	S82756204	Stationary	P21	EBIRD	75			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1089361452	2021-03-07 07:21:04.84174	26950	species	Brown Thrasher	Toxostoma rufum			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			2140 Halcyon Downs Loop, Montgomery US-AL (32.3458,-86.1725)	L10381474	P	32.3458220	-86.1724960	2021-03-02	09:05:00	obsr325012	S82634137	Traveling	P22	EBIRD	101	4.828		1	1		0	1	0		Rain breeze 47	
URN:CornellLabOfOrnithology:EBIRD:OBS1085246132	2021-03-01 10:01:09.994075	31084	species	House Finch	Haemorhous mexicanus			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34049, -86.18362	L13429970	P	32.3404940	-86.1836190	2021-03-01	09:00:00	obsr698531	S82567408	Incidental	P20	EBIRD				1	0		0	1	0			Male
URN:CornellLabOfOrnithology:EBIRD:OBS1099087287	2021-03-20 15:14:19.192596	1968	species	Eurasian Collared-Dove	Streptopelia decaocto			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1300–1440 Goodwyn Rd, Mathews US-AL (32.1541,-86.1189)	L6001650	P	32.1541130	-86.1189290	2021-03-20	14:08:00	obsr665305	S83747559	Traveling	P22	EBIRD	5	0.347		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1096126652	2021-03-16 12:24:50.470152	31382	species	American Goldfinch	Spinus tristis			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-16	09:10:00	obsr665305	S83504466	Stationary	P21	EBIRD	12			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1095057489	2021-03-14 18:15:28.114232	2339	species	Mourning Dove	Zenaida macroura			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			146 Forest Glen Dr, Pike Road US-AL 32.34717, -86.02060	L13681527	P	32.3471710	-86.0206040	2021-03-14	16:54:00	obsr790796	S83417818	Stationary	P21	EBIRD	20			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1097026239	2021-03-17 16:33:05.814477	27462	species	American Robin	Turdus migratorius			6					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Oak Park	L2612975	H	32.3692002	-86.2869912	2021-03-17	11:04:00	obsr2106491	S83578154	Traveling	P22	EBIRD	47	1.093		2	1	G6421165	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1087860933	2021-03-09 14:41:35.844978	2339	species	Mourning Dove	Zenaida macroura			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-05	07:56:00	obsr665305	S82791791	Stationary	P21	EBIRD	14			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1094199236	2021-03-13 17:50:23.681473	32557	species	Brown-headed Cowbird	Molothrus ater			4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-13	16:40:00	obsr665305	S83343213	Stationary	P21	EBIRD	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1086223564	2021-03-02 18:55:25.089307	31382	species	American Goldfinch	Spinus tristis			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-02	14:10:00	obsr940190	S82653498	Stationary	P21	EBIRD	50			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1104517761	2021-04-02 13:29:33.334928	471	species	Mallard	Anas platyrhynchos			8					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2021-03-27	09:43:00	obsr790796	S84185003	Traveling	P22	EBIRD	17	2.846		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1107913558	2021-04-02 13:20:05.630947	27462	species	American Robin	Turdus migratorius			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-31	09:30:00	obsr665305	S84454942	Stationary	P21	EBIRD	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1090001351	2021-03-08 13:18:11.744931	23074	species	Tree Swallow	Tachycineta bicolor			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			East McLean Rd., Hope Hull	L1070027	H	32.2373067	-86.3624096	2021-03-07	08:49:00	obsr183378	S82982417	Traveling	P22	EBIRD	57	2.527		2	1	G6381639	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1086627630	2021-03-03 12:19:48.806598	32557	species	Brown-headed Cowbird	Molothrus ater			5					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			2140 Halcyon Downs Loop, Montgomery US-AL (32.3458,-86.1725)	L10381474	P	32.3458220	-86.1724960	2021-03-03	09:04:00	obsr325012	S82684550	Traveling	P22	EBIRD	92	3.953		2	1		0	1	0		Sun wind 48	
